nr_crt,titlu_proiect,nume_beneficiar,nume_operatiune,fonduri_ue,buget_national,contributie_beneficiar,cheltuieli_neeligibile,total_valoare_proiect,currency,uri
80,"Modernizare sistem rutier pe DJ 100, tronson IV, Afumati - Ganeasa, km 17+ 200 - km 21 + 500",Consiliul Judetean Ilfov,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,5.948.663,790.863,137.541,1.306.643,8.183.710,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
81,"""Reabilitare si modernizare de drumuri judetene, tronsonul DJ228: DN22C (Nazarcea) - DN 2A (Ovidiu)""",Consiliul Judetean Constanta,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,36.043.256,4.791.878,833.370,9.114.747,50.783.251,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
82,Reabilitarea si modernizarea arterei principale a Orasului Agnita,Orasul Agnita,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,18.546.252,2.465.687,428.815,4.036.381,25.477.135,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
83,"Modernizarea infrastructurii rutiere in orasul Chitila, judetul Ilfov - Etapa I",Consiliul Local Chitila,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,7.771.528,1.033.209,179.689,2.429.037,11.413.462,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
84,"REABILITAREA SI MODERNIZAREA INFRASTRUCTURII RUTIERE INTERJUDETENE DJ 282C, DJ 282, DJ 282B, IASI - BOTOSANI","CONSILIUL JUDETEAN IASI, IASI, judetul IASI, Bulev",Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,50.375.042,6.697.260,1.164.741,19.362.693,77.599.736,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
85,Reabilitare drum judetean DJ 123A Tusnad - Sancraieni km 0+000 - 14+600,Consiliul Judetean Harghita,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,33.882.255,4.504.577,783.405,8.069.147,47.239.384,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
86,"Reabilitare drum judetean DJ121 Covasna - Zabala - Imeni - Catalina - Tg. Secuiesc, km 32+000 - 49+100, judetul Covasna",Consiliul Judetean Covasna,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,44.225.605,5.897.705,1.022.557,9.950.616,61.096.483,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
87,"Reabilitare DJ506, Cervenia-Vitanesti-Babaita, km 17+400 - km 58+000",Consiliul judetean Teleorman,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,45.071.422,5.992.154,1.042.114,10.376.752,62.482.442,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
88,"Modernizarea si rebilitarea drumului judetean DJ303 tronsonul Calareti - Valea Argovei, km 0+000 - 26+294",Consiliul judetean Calarasi,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,40.384.258,5.320.744,982.001,8.870.531,55.557.534,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
89,Reabilitarea şi modernizarea arterei principale din Municipiul Petroşani,Municipiul Petroşani,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,8.094.651,1.076.167,187.160,1.758.422,11.116.400,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
90,Modernizare strazi in vederea fluidizarii traficului de acces intre zone rezidentiale si functionale din municipiul Oradea,Primaria Municipiului Oradea,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,19.004.156,2.526.564,439.402,6.635.852,28.605.975,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
91,"Modernizare sistem rutier pe DJ 100, tronson V, Ganeasa - Branesti, km 20+ 485 - km 25 + 985",Consiliul Judetean Ilfov,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,9.865.320,1.311.574,228.100,2.166.949,13.571.943,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
92,Modernizare Calea Daciei,Consiliul Local Campina,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,17.925.422,2.383.149,414.461,4.754.096,25.477.127,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
93,"Modernizare DJ 687D: Teliucu Inferior, Topliţa, Dăbâca, Hăşdău, Lunca Cernii de Sus - Gura Bordului, Limită Judeţ Caraş-Severin, km 15+100- 45+380, Judeţul Hunedoara",Consiliul Judeţean Hunedoara,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,76.707.407,10.198.094,1.773.582,16.692.021,105.371.104,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
94,"""Reabilitarea si modernizarea de drumuri in statiunea Techirghiol""",Consiliul Judetean Constanta,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,9.523.060,1.243.977,242.281,2.363.415,13.372.734,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
95,"Reabilitare si modernizare drum judetean DJ 643A, Bals-limita judet Dolj",Consiliul Judetean Olt,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,14.655.881,1.948.470,338.864,3.265.483,20.208.698,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
96,MODERNIZARE STRADA PETRU MOVILA DIN MUNICIPIUL PIATRA NEAMT CARE ASIGURA SINGURA IESIRE DIN ORAS SPRE ZONA DE NORD VEST A JUDETULUI NEAMT,"MUNICIPIUL PIATRA NEAMT, P. NEAMT, STR. STEFAN CEL MARE, NR. 8",Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,12.375.420,1.645.287,286.137,2.671.992,16.978.836,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
97,"REABILITAREA SI MODERNIZAREA DRUMULUI JUDETEAN DJ 156 A, KM 28 + 000 - 40 + 700, JUDETUL NEAMT","JUDETUL NEAMT, P. NEAMT, STR. ALEXANDRU CEL BUN, NR. 27",Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,15.973.389,2.123.630,369.327,3.599.224,22.065.569,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
98,Modernizare DJ 708 Vetel-Muncelu Mic - Poenita Tomii - Feregi km 14+900-25+760,UAT jud Hunedoara,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,21.158.674,2.813.000,490.000,4.581.123,29.042.797,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
99,Modernizarea DJ 106 D Rasinari - Poplaca - Orlat km 14+413 - 31+340,Consiliul Judetean Sibiu,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,12.273.600,1.631.750,283.783,2.695.935,16.885.069,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
100,Modernizarea DJ 105G Sadu - Rau Sadului - Sadurel KM 21+250 - 41+425,UAT jud Sibiu,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,38.344.334,5.097.802,886.574,8.639.808,52.968.518,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
101,"Modernizare strazi urbane Tudor Vladimirescu si Mihail Kogalniceanu in municipiul Blaj, judetul Alba",Municipiul Blaj,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,6.692.974,889.817,154.751,1.490.807,9.228.349,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
102,"Reabilitare si modernizare drum judetean DJ 677, limita judetului Valcea-Piatra Olt",Consiliul Judetean Olt,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,19.433.728,2.583.675,449.335,4.355.269,26.822.007,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
103,Modernizare sistem Rutier DJ101B DN1-Snagov- Gruiu km 17+000-35+000,Consiliul Judetean Ilfov,Axa Prioritară 2/ DMI 2.1. Drumuri judeţene/ străzi urbane,37.530.858,4.989.652,867.766,9.067.892,52.456.167,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
104,"Modernizarea, dezvoltarea si echiparea ambulatoriului din cadrul Spitalului Judetean de Urgenta Slatina",Consiliul Judetean Olt,Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,13.309.054,2.035.502,313.154,3.043.148,18.700.859,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
105,"Reabilitarea si modernizarea ambulatoriului Corp ""F"" - Hidroterapie al Spitalului Clinic de Recuperare, Cluj-Napoca",Consiliul Judetean Cluj,Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,4.206.612,643.364,98.979,940.301,5.889.256,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
106,Dezvoltarea ambulatoriului Spitalului Municipal din Dragasani,Consiliul Local Dragasani,Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,1.548.572,236.840,36.437,413.003,2.234.853,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
107,MODERNIZARE AMBULATORIU INTEGRAT AL SPITALULUI MUNICIPAL DE URGENTA MOINESTI,CONSILIUL LOCAL MOINESTI,Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,3.262.087,498.907,76.755,1.416.508,5.254.257,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
108,Reabilitare şi modernizare corp policlinică ambulatoriu la spitalul clinic municipal Dr- Gavril Curteanu – Corp B Oradea,Municipiul Oradea,Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,3.097.161,473.683,72.874,838.055,4.481.774,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
109,"MODERNIZARE AMBULATORIU INTEGRAT AL SPITALULUI DE RECUPERARE ""SF. GHEORGHE"" BOTOSANI",MUNICIPIUL BOTOSANI BOTOSANI,Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,5.143.135,786.597,121.015,1.413.634,7.464.381,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
110,Echiparea ambulatoriului de specialitate integrat in cadrul spitalului de pneumoftiziologie - Braila,Consiliul Judetean Braila,Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,1.817.484,270.732,50.000,787.918,2.926.134,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
111,Modernizarea ambulatoriului Spitalului de Obstetrica si Ginecologie Braila,Consiliul Judetean Braila,Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,1.866.598,274.400,55.000,414.107,2.610.105,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
112,Modernizarea ambulatoriului de specialitate integrat in cadrul spitalului judetean de urgenta Braila,Consiliul Judetean Braila,Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,30.360.268,4.434.694,923.000,6.955.598,42.673.560,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
113,"Reabilitarea Infrastructurii, modernizarea, dezvoltarea si echiparea ambulatoriului de specialitate TBC din cadrul Spitalului Clinic de Pneumoftiziologie Constanta",Consiliul Judetean Constanta,Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,8.377.004,1.281.189,197.106,2.151.223,12.006.521,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
114,Ambulatoriu integrat din cadrul spitalului Judeţean de Urgenţă Deva modernizarea şi echiparea cu aparatură de specialitate,Consiliul Judetean Hunedoara,Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,3.731.300,570.669,87.795,1.249.104,5.638.868,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
115,"Modernizarea si echiparea ambulatoriului de specialitate al spitalului clinic de urgenta pentru copii ""-Sf. Ioan- Galati",Consiliul Local Galati,Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,9.983.850,1.526.858,234.998,2.305.274,14.050.980,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
116,AMBULATORIUL INTEGRAT AL SPITALULUI CLINIC DE URGENTE SF. IOAN - IASI,"JUDETUL IASI, IASI, BULEVARDUL STEFAN CEL MARE SI SFANT NR 69",Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,1.270.073,194.246,29.884,1.607.605,3.101.809,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
117,"MODERNIZARE, DEZVOLTARE SI ECHIPARE A AMBULATORIULUI DE SPECIALITATE LA SPITALUL JUDETEAN DE URGENTA SF. IOAN CEL NOU SUCEAVA","JUDETUL SUCEAVA, SUCEAVA, STR. STEFAN CEL MARE, NR. 36",Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,3.288.959,503.017,77.387,733.585,4.602.948,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
118,"Medical Brezoi - Modernizarea, echiparea, dezvoltarea si imbunatatirea calitatii infrastructurii serviciilor de asistenta medicala ambulatorie din Judetul Valcea",Consiliul Local Brezoi,Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,2.163.166,330.837,50.898,635.970,3.180.871,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
119,"Modernizarea, dezvoltarea si echiparea ambulatoriului de specialitate a Spitalului Municipal Rm Sarat, Jud. Buzau","Consiliul Local Ramnicu Sarat, jud.Buzau",Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,3.038.796,464.757,71.501,1.411.729,4.986.784,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
120,"REABILITARE, MODERNIZARE SI ECHIPARE AMBULATORIU INTEGRAT AL SPITALULUI ORASENESC SIRET","ORASUL SIRET, SIRET, STR. 28 NOIEMBRIE, NR. 1",Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,2.163.789,330.932,50.913,759.532,3.305.166,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
121,"Reabilitarea, modernizarea, dezvoltarea si echiparea Ambulatoriului de specialitate al Spitalului Clinic Judetean de Urgenta Craiova",Consiliul Judetean Dolj,Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,24.178.151,3.697.835,568.898,6.061.456,34.506.339,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
122,"Reabilitarea, modernizarea si echiparea ambulatoriului integrat al Spitalului Judetean de Urgenta Calarasi",Consiliul judetean Calarasi,Axa Prioritară 3/ DMI 3.1. Reabilitarea /modernizarea/ echiparea infrastructurii serviciilor de sănătate,12.859.100,1.950.348,318.905,4.655.278,19.783.632,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
123,Reabilitarea si modernizarea căminului pentru persoane vârstnice Constanţa,UAT Mun Constanţa,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.064.058,302.061,62.185,457.518,2.885.821,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
124,"""Reabilitarea si dotarea cu echipament specific a corpurilor D, E,F ale Centrului de asistenta paliativa ""Sfanta Maria"" Braila",Consiliul Local Municipal Braila,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.329.787,356.320,54.819,540.892,3.281.818,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
125,"MODERNIZAREA, DEZVOLTAREA SI DOTAREA CENTRULUI REZIDENTIAL PENTRU BATRANI SI PERSOANE CU NEVOI SPECIALE ""GEANA""",FUNDATIA UMANITARA GEANA,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.499.107,382.216,58.803,558.624,3.498.750,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
126,CENTRUL SOCIAL EDUCATIV PENTRU PERSOANE CU DIZABILITATI - IASI,CONSILIUL JUDETEAN IASI,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.216.384,338.976,52.150,890.837,3.498.348,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
127,"Extinderea, Dezvoltarea şi Echiparea Centrului de Asistenţă Medico Socială Baceşti",Centrul de asistenţă Medico Socială Bacesti,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.503.506,382.889,58.906,553.122,3.498.424,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
128,Creşterea eficienţei energetice la Căminul pentru persoane vârstnice „Dr- Carl Wolff” din Sibiu prin izolarea termică parţială a clădirii şi modernizarea instalaţiei de încălzire a apei menajere,Asociatia Dr- Carl Wolff a Bisericii Evanghelice C,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,570.492,87.252,13.423,127.522,798.689,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
129,Modernizare centru de recupereare persoane cu handicap Cezieni,Consiliul Judetean Olt,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.348.890,345.425,69.085,676.888,3.440.288,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
130,"Modernizarea complexelor de servicii sociale pentru copii din Jibou, Simleul Silvaniei si Zalau",Consiliul Judetean Salaj,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.401.776,367.330,56.512,672.170,3.497.789,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
131,Modernizarea dezvoltarea şi echiparea căminului rezidenţial pentru persoane varstnice şi vulnerabiel Todireşti,"Consiliul Local Todireşti, Todireşti Sat",Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,601.767,92.035,14.159,155.377,863.338,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
132,Reabilitarea şi modernizarea căminului pentru persoane vârstnice din Jimbolia,Consiliul Local Jimbolia,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,1.103.330,168.744,25.961,407.240,1.705.275,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
133,Camin pentru persoane varstnice Focsani,Consiliul local Focsani,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.372.472,362.849,55.823,698.250,3.489.394,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
134,Modernizarea cladirilor caminului pentru persoane varstnice SF Spiridon Galati,Consiliul Local Galati,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.498.176,382.976,58.879,559.415,3.499.445,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
135,CENTRU DE SPRIJIN SI ASISTENTA SPECIALIZATA PENTRU COPII,MUNICIPIUL PIATRA NEAMT,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,1.968.165,301.013,46.310,567.836,2.883.324,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
136,"Centrul social Slobozia, municipiul Onesti, judetul Bacau","PRIMARIA ONESTI ONESTI BD. OITUZ, NR. 17",Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,1.480.454,226.422,34.834,924.053,2.665.764,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
137,Modernizare camin de bratani Mangalia,UAT mun. Mangalia,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,1.952.041,298.547,45.930,559.338,2.855.857,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
138,Servicii Integrate pentru Persoane cu Nevoi Speciale Alba,Consiliul Judetean Alba,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.413.156,369.071,56.780,645.427,3.484.434,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
139,GOSPODINA (CRRN SASCA),JUDETUL SUCEAVA,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,1.480.472,226.425,34.835,488.389,2.230.120,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
140,Modernizarea si extinderea Complexului de servicii comunitare Cehu Silvaniei prin infiintarea de ateliere vocationale pentru tinerii iesiti din sistemul rezidential,Consiliul Judetean Salaj,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.406.783,368.096,56.630,667.933,3.499.442,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
141,O VIATA NORMALA IN CENTRU - O POARTA DESCHISA SPRE SOCIETATE (CRRN SASCA),JUDETUL SUCEAVA,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,2.331.568,356.593,54.860,756.653,3.499.674,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
142,Centru rezidenţial pentru persoane vârstnice Dumbrava - Şuncuiuş,Fundaţia Hexagon - Energia,Axa Prioritară 3/ DMI 3.2. Reabilitarea /modernizarea/ dezvoltarea şi echiparea infrastructurii serviciilor sociale,1.755.698,268.519,41.311,477.302,2.542.829,LEI,http://localhost:9999/Lista_contractate_POR_30_aprilie_2010.pdf
