"Asse","Obiettivo specifico","Beneficiario","Operazione","Anno","Importo impegnato","Importo pagato"
"IV","H","ISTITUTO PROVINCIALE PER LA RICERCA E LA SPERIMENTAZIONE EDUCATIVA (IPRASE)","Interventi di rafforzamento nelle competenze didattiche degli insegnanti in materia di lingue strani...",2008,"#VALUE!",0
"V","M","PAT - AUTORITA' DI GESTIONE DEL PROGRAMMA OPERATIVO","Approvazione di un programma di spese in economia per interventi di supporto alla transnazionalitﾈ e...",2008,135000,0
"IV","H","ISTITUTO PROVINCIALE PER LA RICERCA E LA SPERIMENTAZIONE EDUCATIVA (IPRASE)","Percorsi di aggiornamento e di accrescimento professionali per Dirigenti scolastici e direttori di C...",2008,"#VALUE!",0
"IV","L","INFORMATICA TRENTINA SpA","Affidamento dell'operazione ""Trasferimento di conoscenze e know-how tra centri di ricerca e imp...",2008,850000,0
"V","M","PAT - DIPARTIMENTO ISTRUZIONE","Approvazione programma di spese in economia per l'attuazione dell'operazione relativa all'apertura e...",2008,15000,0
"II","F","PAT - DIPARTIMENTO ISTRUZIONE","Conferimento incarico relativo ai compiti di operatrice on-line",2008,28900,0
"VI","N","PAT - INCARICO SPECIALE PER L'INTEGRAZIONE DELLE ATTIVITA' FORMATIVE A SUPPORTO DELLO SVILUPPO ...","Affidamento di un incarico di collaborazione coordinata e continuativa per l'Attività di certificazi...",2008,15332,14834
"VI","N","PAT - AUTORITA' DI GESTIONE DEL PROGRAMMA OPERATIVO","Approvazione di una convenzione fra la Provincia Autonoma di Trento e l'associazione ""Tecnostru...",2008,159740,0
"VI","N","PAT - INCARICO SPECIALE PER L'INTEGRAZIONE DELLE ATTIVITA' FORMATIVE A SUPPORTO DELLO SVILUPPO �","Assegnazione di un incarico di collaborazione coordinata e continuativa per la fase integrativa dell...",2008,9940,9221
"I","A","PAT - AUTORITA' DI GESTIONE DEL PROGRAMMA OPERATIVO","Conferimento di incarichi relativi all'attività di supporto all'azione del Nucleo Tecnico di V�",2008,52000,25874
"VI","N","PAT - AUTORITA' DI GESTIONE DEL PROGRAMMA OPERATIVO","Autorizzazione all'assunzione di spesa per la corresponsione dell'assegno compensativo, per l'anno 2...",2008,19824,0
"II","E","UNIONE DEI COMUNI DI BLEGGIO INFERIORE E LOMASO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,67146,0
"II","E","COMUNE DI ROVERE´ DELLA LUNA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,33861,30134
"II","E","COMUNE DI ROVERE´ DELLA LUNA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,33206,0
"II","E","COMUNE DI CALDONAZZO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,29024,29024
"II","E","COMUNE DI CALDONAZZO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,29303,0
"II","E","COMUNE DI CALDONAZZO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,8426,0
"II","E","COMUNE DI VIGOLO VATTARO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,32880,32134
"II","E","COMUNE DI VIGOLO VATTARO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,33206,0
"II","E","COMUNE DI VERMIGLIO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,26585,26585
"II","E","AGENZIA DEL LAVORO","Attività di consulenza Attività AZIONE 10",2008,59402,0
"II","E","COMUNE DI VERMIGLIO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,33696,0
"II","E","COMUNE DI VERMIGLIO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,5258,0
"II","E","COMUNE DI VILLA AGNEDO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,33855,32426
"II","E","COMPRENSORIO C.9 - ALTO GARDA E LEDRO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,37361,0
"II","E","COMUNE DI ZAMBANA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,37863,35897
"II","E","COMUNE DI ZAMBANA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,27186,0
"II","E","CASA DI RIPOSO S. MARIA DI CLES","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,64990,40062
"II","E","COMPRENSORIO ALTA VAL DI NON","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,14980,11556
"III","G","AGENZIA DEL LAVORO","Attività di consulenza di controllo per la rendicontazione dei costi COOP. AZ. 9",2008,75146,0
"II","E","COMPRENSORIO ALTA VAL DI NON","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,5258,0
"II","E","COMPRENSORIO ALTA VAL DI NON","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,37829,0
"II","E","COMPRENSORIO ALTA VAL DI NON","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,6569,0
"II","E","COMUNE DI BRESIMO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,31348,28185
"II","E","COMUNE DI BRESIMO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,32920,0
"II","E","COMUNE DI PREDAZZO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,32941,31611
"II","E","COMUNE DI PREDAZZO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,31290,0
"II","E","COMUNE DI CARISOLO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,30099,28942
"II","E","COMUNE DI CARISOLO","Assunzione in cooperative sociali di soggetti in condizioni di debolezza occupazionale in lavori di ...",2008,33765,0
"II","E","COMUNE DI CUNEVO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,31075,30431
"III","G","AGENZIA DEL LAVORO","attività di colloqui L68 I�? trim 2008",2008,8911,8387
"II","E","COMUNE DI CUNEVO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,30652,0
"II","E","COMUNE DI TERRAGNOLO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,28685,0
"II","E","COMUNE DI TERRAGNOLO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,2885,0
"I","E","COMUNE DI TERRAGNOLO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,29303,0
"II","E","COMUNE DI ALA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,27352,26398
"II","E","COMUNE DI ALA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,29352,0
"II","E","COMUNE DI ALA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,3676,0
"II","E","COMUNE DI CAVARENO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,29024,27399
"II","E","COMUNE DI CAVARENO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,30378,0
"II","E","COMUNE DI TELVE VALSUGANA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,29024,28942
"III","G","AGENZIA DEL LAVORO","attività di colloqui L68 II-III-IV�? trim 2008",2008,29405,0
"II","E","COMUNE DI TELVE VALSUGANA","Assunzione in cooperative sociali di soggetti in condizioni di debolezza occupazionale in lavori di ...",2008,28881,0
"II","E","COMUNE DI CAMPODENNO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,27329,26682
"II","E","COMUNE DI CAMPODENNO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,30227,0
"II","E","COMUNE DI LUSERNA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,30104,29930
"II","E","COMUNE DI LUSERNA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,26400,0
"II","E","COMUNE DI CASTELFONDO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,27924,27727
"II","E","COMUNE DI CASTELFONDO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,28196,0
"II","E","CASA DI RIPOSO DI CAVEDINE","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,55939,47968
"II","E","COMUNE DI SARNONICO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,27832,27788
"II","E","COMUNE DI SARNONICO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,28107,0
"II","E","COMPRENSORIO C.2 - PRIMIERO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,228931,222904
"II","E","COMUNE DI S. MICHELE ALL'ADIGE","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,25221,23666
"II","E","COMUNE DI S. MICHELE ALL'ADIGE","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,30389,0
"II","E","COMUNE DI ROMENO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,28150,25948
"II","E","COMUNE DI ROMENO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,27377,0
"II","E","COMUNE DI VALFLORIANA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,28169,26428
"II","E","COMUNE DI VALFLORIANA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,26889,0
"II","E","COMUNE DI CEMBRA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,8705,7770
"II","E","COMUNE DI CEMBRA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,34371,0
"II","E","COMUNE DI CEMBRA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,10532,0
"II","E","APSP ""RESIDENZA VALLE DEI LAGHI""","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,51555,0
"II","E","COMPRENSORIO C.2 - PRIMIERO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,11970,11353
"II","E","CASA DI SOGGIORNO PER ANZIANI DI ROVERETO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,50008,0
"II","E","COMUNE DI CIMONE","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,37863,33879
"II","E","COMUNE DI CIMONE","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,11333,0
"II","E","COMUNE DI MONCLASSICO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,24387,22542
"II","E","COMUNE DI MONCLASSICO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,22797,0
"II","E","COMUNE DI TAIO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,25158,24929
"II","E","COMUNE DI TAIO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,21884,0
"II","E","COMUNE DI STRIGNO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,30584,28504
"II","E","COMUNE DI STRIGNO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,14920,0
"II","E","COMUNE DI VILLA LAGARINA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,13379,13151
"II","E","COMPRENSORIO C.2 - PRIMIERO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,234362,0
"II","E","COMUNE DI VILLA LAGARINA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,22804,0
"II","E","COMUNE DI VILLA LAGARINA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,8427,0
"II","E","COMUNE DI BLEGGIO SUPERIORE","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,44075,41359
"II","E","OPERA ""ROMANI""","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,14120,11416
"II","E","OPERA ""ROMANI""","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,28912,0
"II","E","COMUNE DI MEZZANA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,21053,18517
"II","E","COMUNE DI MEZZANA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,21601,0
"II","E","COMUNE DI CASTELLO TESINO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,20916,19990
"II","E","COMUNE DI CASTELLO TESINO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,10007,0
"II","E","COMUNE DI CASTELLO TESINO","Assunzione in cooperative sociali di soggetti in condizioni di debolezza occupazionale in lavori di ...",2008,10135,0
"II","E","COMPRENSORIO C.2 - PRIMIERO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,10532,0
"II","E","COMUNE DI BREZ","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,17560,16504
"II","E","COMUNE DI BREZ","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,22667,0
"II","E","COMUNE DI CENTA SAN NICOLO´","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,19719,19494
"II","E","COMUNE DI CENTA SAN NICOLO´","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,20270,0
"II","E","COMUNE DI CAVEDINE","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,20068,19494
"II","E","COMUNE DI CAVEDINE","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,19148,0
"II","E","COMUNE DI TENNA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,16955,12790
"II","E","COMUNE DI TENNA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,7617,5493
"II","E","COMUNE DI TENNA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,13604,0
"II","E","COMUNE DI S. LORENZO IN BANALE","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,38025,34435
"III","G","IL GABBIANO COOPERATIVA SOCIALE","Contributo per supporto esterno all’attività sociale COOP.VA IL GABBIANO AZ. 9 ANNO 2007",2007,1500,1500
"II","E","COMPRENSORIO C.4 - ALTA VALSUGANA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,21780,20151
"II","E","COMPRENSORIO C.4 - ALTA VALSUGANA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,15863,0
"II","E","COMUNE DI REVO´","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,17560,16904
"II","E","COMUNE DI REVO´","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,19709,0
"II","E","AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA ""CESARE BENEDETTI""","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,9480,0
"II","E","AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA ""CESARE BENEDETTI""","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,27204,24661
"II","E","COMUNE DI FORNACE","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,36520,36197
"II","E","COMUNE DI SAMONE","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,15695,15695
"II","E","COMUNE DI SAMONE","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,17736,0
"II","E","COMUNE DI CALLIANO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,15888,14952
"II","D","AGENZIA DEL LAVORO","INCARICHI FUNZIONALI DIPENDENTI CENTRI DI FORMAZIONE PROFESSIONALE C/O AGENZIA",2007,210602,195118
"III","G","IL GABBIANO COOPERATIVA SOCIALE","Copertura costo lavoro soggetti svantaggiati in cooperativa e relativi tutor: delib.7 dd.01.02.07 ap...",2007,160557,0
"II","E","COMUNE DI CALLIANO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,16892,0
"II","E","COMUNE DI STENICO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,31067,0
"II","E","COMUNE DI PIEVE TESINO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,15051,14939
"II","E","COMUNE DI PIEVE TESINO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,15203,0
"II","E","COMUNE DI RONZO CHIENIS","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,15291,14754
"II","E","COMUNE DI RONZO CHIENIS","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,14749,0
"III","G","LAVORO E OCCUPAZIONE COOPERATIVA SOCIALE","Delib. 4 dd 23/01/08 approvazione piano di impresa Coop. Lavoro e Occupazione: copertura costo lavor...",2008,14930,0
"III","G","LAVORO E OCCUPAZIONE COOPERATIVA SOCIALE","Det. 1264 dd 30/12/08 approvazione piano di impresa Coop. Soc. Lavoro e Occupazione: copertura costo...",2008,15000,0
"II","E","COMUNE DI ZIANO DI FIEMME","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,12986,0
"II","E","COMUNE DI ZIANO DI FIEMME","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,12953,0
"III","G","IL GABBIANO COOPERATIVA SOCIALE","Delib. 4 dd 23/01/08 approvazione piano di impresa Coop. Il Gabbiano: copertura costo lavoro soggett...",2008,156125,0
"II","E","COMUNE DI ZIANO DI FIEMME","Assunzione in cooperative sociali di soggetti in condizioni di debolezza occupazionale in lavori di ...",2008,3676,0
"II","E","COMUNE DI LISIGNAGO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,29024,28046
"II","E","COMUNE DI CIMEGO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,11216,10574
"II","E","COMUNE DI CIMEGO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,16641,0
"II","E","COMUNE DI TORCEGNO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,13379,13290
"II","E","COMUNE DI TORCEGNO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,13513,0
"II","E","COMUNE DI PADERGNONE","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,13379,12983
"II","E","COMUNE DI PADERGNONE","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,13513,0
"II","E","COMUNE DI FOLGARIA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,11289,9641
"II","E","COMUNE DI FOLGARIA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,15426,0
"III","G","IL GABBIANO COOPERATIVA SOCIALE","Det. 1271 dd 30/12/08 approvazione piano di impresa Coop. Soc. Il Gabbiano: coprtura costo lavoro so...",2008,140000,0
"II","E","COMUNE DI MEZZOLOMBARDO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,26378,0
"II","E","COMUNE DI RONCHI VALSUGANA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,12543,12165
"II","E","COMUNE DI RONCHI VALSUGANA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,13513,0
"II","E","COMUNE DI SPORMINORE","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,12818,12611
"II","E","COMUNE DI SPORMINORE","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,12953,0
"III","G","TANDEM COOPERATIVA SOCIALE","Delib. 4 dd 23/01/08 approvazione piano di impresa Coop. Tandem: copertura costo lavoro soggetti sva...",2008,25634,0
"II","E","COMUNE DI COREDO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,11707,11707
"II","E","COMUNE DI COREDO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,12143,0
"II","E","COMUNE DI OSPEDALETTO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,11707,11707
"II","E","COMUNE DI OSPEDALETTO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,11824,0
"II","E","COMUNE DI ROVERETO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,207780,0
"II","E","COMUNE DI DRENA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,11707,11580
"II","E","COMUNE DI DRENA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,11333,0
"II","E","COMUNE DI LONA LASES","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,10274,9863
"II","E","COMUNE DI LONA LASES","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,12265,0
"II","E","COMUNE DI SEGONZANO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,10870,10870
"II","E","COMUNE DI SEGONZANO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,10745,0
"II","E","COMUNE DI CALCERANICA AL LAGO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,10034,0
"II","E","COMUNE DI CALCERANICA AL LAGO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,10980,0
"II","E","AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA ""SAN GIUSEPPE""","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,8427,0
"II","E","AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA ""SAN GIUSEPPE""","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,11970,10654
"II","E","COMUNE DI ROVERETO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,214907,0
"II","E","COMUNE DI COMMEZZADURA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,10034,9991
"II","E","COMUNE DI COMMEZZADURA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,10135,0
"II","E","COMUNE DI SOVER","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,10034,9953
"II","E","COMUNE DI SOVER","Assunzione in cooperative sociali di soggetti in condizioni di debolezza occupazionale in lavori di ...",2008,9714,0
"II","E","AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA ""RESIDENZA MOLINO""","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,13293,0
"II","E","AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA ""RESIDENZA MOLINO""","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,5010,0
"II","E","CASA DI RIPOSO ""S. GAETANO""","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,15487,14024
"II","E","COMUNE DI DENNO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,7646,7646
"II","E","COMUNE DI DENNO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,7721,0
"II","E","COMUNE DI NOVALEDO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,7646,0
"III","G","LA SFERA COOPERATIVA SOCIALE","Contributo per supporto esterno all’attività sociale COOP.VA LA SFERA AZ. 9 ANNO 2007",2007,1500,1500
"II","E","COMUNE DI NOVALEDO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,7656,0
"II","E","COMUNE DI TRAMBILENO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,5017,5017
"II","E","COMUNE DI TRAMBILENO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,10135,0
"II","E","COMUNE DI VARENA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,15051,14144
"II","E","COMUNE DI TELVE DI SOPRA","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,15051,14630
"II","E","COMUNE DI PINZOLO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,7617,6961
"II","E","COMUNE DI PINZOLO","Assunzione in cooperative sociali di soggetti in condizioni di debolezza occupazionale in lavori di ...",2008,6847,0
"II","E","AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA ""S. GAETANO""","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,13635,0
"II","E","COMUNE DI RUMO","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,13372,0
"II","E","COMUNE DI CLOZ","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,5541,4885
"III","G","LA SFERA COOPERATIVA SOCIALE","Copertura costo lavoro soggetti svantaggiati in cooperativa e relativi tutor: delib.7 dd.01.02.07 ap...",2007,130841,0
"II","E","COMUNE DI CLOZ","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,7301,0
"II","E","COMUNE DI TON","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2007,5257,4891
"II","E","COMUNE DI TON","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,6081,0
"II","E","AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA ""ANAUNIA""","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,11126,0
"II","E","AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA ""GIOVANNI ENDRIZZI""","Assunzione in cooperative sociali di soggetti in condizione di debolezza occupazionale in lavori di ...",2008,10007,0
