Country,Level,Region,Parsed data file,Program,Initial,Operational Program,OP Name,Co-financing Rate,"Sub-program
information",Explanatory Notes,"Percent
Funded
by EU
Funds (minimum)","Percent
Funded
PORTUGAL,national,Centro,pt_at1_erdf.xls,ERDF,FP,Operational Programme : 'Centro',"PO Regional do Centro 2007-2013, All Priorities",58.73%,Technical Assistance-Comp 4,,,,"as above, COM",EUR,,,,PDF,Tier 1,,,,,,,,,,Beneficiary,,,,Designação da Operação,,,,,,,,Fundo,,,,,,Investimento Elegível,,Investimento Total,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/AT1.pdf,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=35&m=m7&s=s6,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,pt_at2_erdf.csv,ERDF,FP,Operational Programme : 'Centro',"PO Regional do Centro 2007-2013, All Priorities",58.73%,Technical Assistance-Tender 5,,,,"as above, COM",EUR,,,,PDF,Tier 1,,,,,,,,,,Beneficiary,,,,Designação da Operação,,,,,,,,Fundo,,,,,,Investimento Elegível,,Investimento Total,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/AT2.pdf,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=35&m=m7&s=s6,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Centro,pt_at3_erdf.xls,ERDF,FP,Operational Programme : 'Centro',"PO Regional do Centro 2007-2013, All Priorities",58.73%,Technical Assistance-Comp 6,,,,"as above, COM",EUR,,,,PDF,Tier 1,,,,,,,,,,Beneficiary,,,,Designação da Operação,,,,,,,,Fundo,,,,,,Investimento Elegível,,Investimento Total,,,,,,,,,http://www.maiscentro.qren.pt/private/admin/ficheiros/uploads/AT3.pdf,,,,,,http://www.maiscentro.qren.pt/index.php?accao=projectos_eixos&id=35&m=m7&s=s6,http://www.maiscentro.qren.pt/index.php?accao=comum&m=m14&id=37
PORTUGAL,national,Lisboa,pt_privado_erdf.xls,ERDF,CB,Operational Programme 'Lisbon',"PO Regional de Lisboa 2007-2013, All Priorities",43.21%,Investimento Privado,"Multiple PDFs, need to make a line for each item",,,"yes,  COM",EUR,,28/06/2010,,PDF,Tier 1,Yes,Yes,Yes,Yes,,,,,,Designação do Promotor,,Tipologia de Projecto,Concelho,Designação do Projecto,,,,,,,,Incentivo FEDER,,,,,,Investimento Elegível,,Investimento Total,,,,,,,,lista_beneficiarios_privado.pdf,http://www.porlisboa.qren.pt/np4/file/130/lista_beneficiarios_privado.pdf,,,,,,http://www.porlisboa.qren.pt/np4/file/130/lista_beneficiarios.pdf
PORTUGAL,national,Lisboa,pt_publico_erdf.xls,ERDF,CB,Operational Programme 'Lisbon',"PO Regional de Lisboa 2007-2013, All Priorities",43.21%,Investimento Publico,,,,"yes,  COM",EUR,,28/06/2010,No,PDF,Tier 1,Yes,Yes,Yes,Yes,,,,,,Designação do Promotor ,,,Concelho,Designação do Projecto,,Eixo Prioritário,Tipologia de Projecto / Aviso,,Código do Projecto,,,Financiamento Comunitario (FEDER),,,,,,Investimento Elegível  ,,Investimento Total,,,,,,,,lista_beneficiarios_publico.pdf,http://www.porlisboa.qren.pt/np4/file/130/lista_beneficiarios_publico.pdf
PORTUGAL,national,Madeira,pt_rumos_erdf.xls,ESF,FP,Operational Programme 'Madeira',"PO Valorização do Potencial Humano e Coesão Social da RAMadeira, All Priorities",78.59%,,,,,"yes,  COM",EUR,,,,PDF,Tier 1,,,,,,,,,,Entidade Beneficiária,,Eixo/Tipologia de Operação,,Designação da Operação,,,,,,,,FSE,,,,,Despesa Pública,Custo Total Elegível,,,,,,,,,Data de Aprovação,,http://www.idr.gov-madeira.pt/pt/ficheiros/rumos/Beneficiarios_rumos.pdf,,,,,,http://www.idr.gov-madeira.pt/pt/beneficiarios.asp
PORTUGAL,national,Madeira,pt_intervir_erdf.xls,ERDF,FP,Operational Programme 'Madeira',"PO Valorização do Potencial Humano e Coesão Social da RAMadeira, All Priorities",78.59%,,,,,"yes,  COM",EUR,,,,PDF,Tier 1,,,,,,,,,,Entidade Beneficiária,,Eixo/Tipologia de Operação,,Designação da Operação,,,,,,,,FEDER,,,,,Despesa Pública,Custo Total Elegível,,,,,,,,,Data de Aprovação,,http://www.idr.gov-madeira.pt/pt/ficheiros/intervir/Beneficiarios_intervir.pdf,,,,,,http://www.idr.gov-madeira.pt/pt/beneficiarios.asp
PORTUGAL,national,Norte,pt_publ_apr_erdf.xls,ERDF,FP,Operational Programme 'Norte',"PO Regional do Norte 2007-2013, All Priorities",63.05%,Public Investment – applications approved until 11th of February 2010,Files sent to Rob via email,,,,EUR,2/10/2010,,,HTML,Tier 1,,,,,,,,,,Promotor,,Tipologia de operações,Concelho,Descrição do projecto,,,,,,,,Incentivo,Investimento Elegível,,,,,,,,,,,,,,,,,http://www.ccr-norte.pt/novonorte/,,,Done,vitor.devesa@ccdr-n.pt,http://www.novonorte.qren.pt/
PORTUGAL,national,Norte,pt_cim_apr_erdf.xls,ERDF,FP,Operational Programme 'Norte',"PO Regional do Norte 2007-2013, All Priorities",63.05%,Public Investment (Municipalities Associations Convention) – applications approved until 10th of February 2010,Files sent to Rob via email,,,,EUR,2/10/2010,,,HTML,Tier 1,,,,,,,,,,Beneficiário,,Nº da Operação ,Comunidades Intermunicipais,Designação da Operação,,,,,Aviso de Concurso ,,,FEDER Aprovado,Investimento Elegível Aprovado,,,,,,,,,,,,,,,,,http://www.ccr-norte.pt/novonorte/,,,Done,vitor.devesa@ccdr-n.pt,http://www.novonorte.qren.pt/
PORTUGAL,national,Norte,pt_empresas_erdf.xls,ERDF,FP,Operational Programme 'Norte',"PO Regional do Norte 2007-2013, All Priorities",63.05%,Support System of Enterprises - applications approved until 10th of February 2010,Files sent to Rob via email,,,,EUR,2/10/2010,,,HTML,Tier 1,,,,,,,,,,Nome Promotor,,Tipologia de operações,Concelho,Descrição,,,,,,,,FEDER,Investimento Elegível,,,,,,,,,,,,,,,,,http://www.ccr-norte.pt/novonorte/,,,Done,vitor.devesa@ccdr-n.pt,http://www.novonorte.qren.pt/
PORTUGAL,national,All regions ,pt_list_2sem_esf.xls,ESF,FP,Operational Programme Human Potential 2007-2013,"PO Potencial Humano 2007-2013, All Priorities",69.05%,PO Potencial Humano (POPH),2º semestre de 2009; “Valor (euros)” refers to the amount approved (ESF + national public contribution) for the POPH to each project.,,,"yes, COM",EUR,2009,,,PDF,Tier 1,,,,,,,,,,Entidade beneficiária,,,,Designação do projecto,,,,,Número de identificação fiscal,,,,,,,,Valor (euros),,,,,,,,,,,,http://www.poph.qren.pt/upload/docs/apresenta%C3%A7%C3%A3o/Apoios%20concedidos/Listagem_Apoios_concedidos_2%C2%BA_sem_2009.pdf,,,,sent email 31 march,proemprego@azores.gov.pt,http://www.igfse.pt/content.asp?startAt=2&categoryID=296#,call
PORTUGAL,national,All regions,pt_list_1sem_esf.xls,ESF,FP,Operational Programme Human Potential 2007-2013,"PO Potencial Humano 2007-2013, All Priorities",69.05%,PO Potencial Humano (POPH),1º semestre de 2009,,,"yes, COM",EUR,2009,,,PDF,Tier 1,,,,,,,,,,Entidade beneficiária,,,,Designação do projecto,,,,,Número de identificação fiscal,,,,,,,,Valor (euros),,,,,,,,,,,,http://www.poph.qren.pt/upload/docs/apresenta%C3%A7%C3%A3o/Apoios%20concedidos/Listagem_Apoios_concedidos_1%C2%BA_sem_2009.pdf,,,,,proemprego@azores.gov.pt,http://www.igfse.pt/content.asp?startAt=2&categoryID=296#
PORTUGAL,national,All regions,pt_list_conc_esf.xls,ESF,FP,Operational Programme Human Potential 2007-2013,"PO Potencial Humano 2007-2013, All Priorities",69.05%,PO Potencial Humano (POPH),2008,,,"yes, COM",EUR,2008,,,PDF,Tier 1,,,,,,,,,,Entidade beneficiária,,,,Designação do projecto,,,,,Número de Identificação Fiscal,,,,,,,,Valor (euros),,,,,,,,,,,,http://www.poph.qren.pt/upload/docs/apresenta%C3%A7%C3%A3o/Apoios%20concedidos/Listagem_Apoios_concedidos_2008.pdf,,,,,proemprego@azores.gov.pt,http://www.igfse.pt/content.asp?startAt=2&categoryID=296#
PORTUGAL,national,All regions,,ESF,RM,,,,PO Fundo Social Europeu para a R.A. dos Açores (PRO-EMPREGO),,,,,EUR,7/6/2009,,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://proemprego.azores.gov.pt/Entidades.pdf,,,,,proemprego@azores.gov.pt,http://www.igfse.pt/content.asp?startAt=2&categoryID=296#
PORTUGAL,national,All regions,,ESF,,,,,PO de Valorização do Potencial Humano e Coesão Social da R.A. Madeira (RUMOS),,,,,EUR,31-12-2009),,,PDF,Tier 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.idr.gov-madeira.pt/pt/ficheiros/rumos/Beneficiarios_rumos.pdf,,,,,proemprego@azores.gov.pt,http://www.igfse.pt/content.asp?startAt=2&categoryID=296#
PORTUGAL,national,All regions,pt_list_ent_esf.xls,ESF,FP,Operational Programme ESF Technical Assistance,"PO Assistência Técnica FSE, All Priorities",85.00%,PO de Assistência Técnica (POAT/FSE),Lisa de Entidades Beneficiárias no 1º semestre de 2009,,,"emailed, waiting, COM",EUR,,,,PDF,Tier 1,,,,,,,,,,Denominação da Entidade,,Designação Projecto,,No Projecto,,,,,,,,,,,,,Despesa Pública,,,,,,,,,,,,http://www.poatfse.qren.pt/upload/docs/lista%20de%20Entidades%20Benefici%C3%A1rias%201%C2%BA%20semestre%202009.pdf,,,,,We need to get this in XLS,http://www.poatfse.qren.pt/content.asp?startAt=2&categoryID=508&newsID=1416&cnt_offset=undefined
PORTUGAL,national,All regions,pt_list23_esf.xls,ESF,FP,Operational Programme ESF Technical Assistance,"PO Assistência Técnica FSE, All Priorities",85.00%,PO de Assistência Técnica (POAT/FSE),Lista de Entidades Beneficiárias para o ano 2009,,,COM,EUR,,,,PDF,Tier 1,,,,,,,,,,Denominação da Entidade,,Designação do Projecto,,Número do Projecto,,,,,,,,,,,,,Despesa Pública,,,,,,,,,,,,http://www.poatfse.qren.pt/upload/docs/info_publ/Listagem%20n%C2%BA%2023-2010.pdf,,,,,We need to get this in XLS,http://www.poatfse.qren.pt/content.asp?startAt=2&categoryID=508&newsID=1416&cnt_offset=undefined
PORTUGAL,national,All regions,pt_list201_esf.xls,ESF,FP,Operational Programme ESF Technical Assistance,"PO Assistência Técnica FSE, All Priorities",85.00%,PO de Assistência Técnica (POAT/FSE),Lista de Entidades Beneficiárias para o ano 2008,,,COM,EUR,,,,PDF,Tier 1,,,,,,,,,,Denominação da entidade,,Designação do projecto,,Número do projecto,,,,,,,,,,,,,Despesa pública,,,,,,,,,,,,http://www.poatfse.qren.pt/upload/docs/Listagem%20n%C2%BA%20201-2009.pdf,,,,,We need to get this in XLS
SPAIN,national,Andalucia,es_andalucia_esf.csv,ESF,CB,Operational Programme ESF Andalusia,"P.O. FSE ANDALUCIA, All Priorities",80.00%,PO FSE ANDALUCÍA,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,beneficiarios_2007-_fse-espana1.pdf,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES051PO005_PO_FSE_ANDALUCIA.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Aragón,es_aragon_esf.csv,ESF,CB,Operational Programme Aragon,"P.O. FSE ARAGON, All Priorities",50.00%,PO FSE ARAGON,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,beneficiarios_2007-_fse-espana1.pdf,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES052PO004_PO_FSE_ARAGON.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Canarias,es_canarias_esf.csv,ESF,CB,Operational Programme ESF Canary Islands,"P.O. FSE CANARIAS, All Priorities",85.00%,PO FSE CANARIAS,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,beneficiarios_2007-_fse-espana1.pdf,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES052PO001_PO_FSE_CANARIAS.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Cantabria,es_cantabria_esf.csv,ESF,CB,Operational Programme ESF Cantabria,"P.O. FSE CANTABRIA, All Priorities",50.00%,PO FSE CANTABRIA,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,beneficiarios_2007-_fse-espana1.pdf,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES052PO006_PO_FSE_CANTABRIA.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Castilla y León,es_castilla_y_leon_esf.csv,ESF,CB,Operational Programme Castile and León,"P.O. FSE CASTILLA Y LEON, All Priorities",80.00%,PO FSE CASTILLA Y LEON,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,beneficiarios_2007-_fse-espana1.pdf,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES052PO002_PO_FSE_CASTILLA_LEON.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Castilla-La Mancha,es_la_mancha_esf.csv,ESF,CB,Operational Programme ESF Castile and La Mancha,"P.O. FSE CASTILLA LA MANCHA, All Priorities",80.22%,PO FSE CASTILLA Y LA MANCHA,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,beneficiarios_2007-_fse-espana1.pdf,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES051PO002_PO_FSE_CASTILLA__LA_MANCHA.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Cataluña,es_catalunya_esf.csv,ESF,CB,Operational Programme ESF Catalonia,"P.O. FSE CATALUÑA, All Priorities",50.00%,PO FSE CATALUNYA,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,beneficiarios_2007-_fse-espana1.pdf,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES052PO007_PO_FSE_CATALUxA.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Ciudad Autónoma de Ceuta,es_ceuta_esf.csv,ESF,CB,Operational Programme ESF Ceuta,"P.O. FSE CEUTA, All Priorities",80.00%,PO FSE CEUTA,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,beneficiarios_2007-_fse-espana1.pdf,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES051PO007_PO_FSE_CEUTA.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Ciudad Autónoma de Melilla,es_melilla_esf.csv,ESF,CB,Operational Programme ESF Melilla,"P.O. FSE MELILLA, All Priorities",75.00%,PO FSE MELILLA,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,beneficiarios_2007-_fse-espana1.pdf,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES051PO008_PO_FSE_MELILLA.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Comunidad de Madrid,es_madrid_esf.csv,ESF,CB,Operational Programme ESF Madrid,"P.O. FSE MADRID, All Priorities",50.00%,PO FSE MADRID,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,beneficiarios_2007-_fse-espana1.pdf,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES052PO008_PO_FSE_MADRID.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Comunidad Foral de Navarra,es_navarra_esf.csv,ESF,CB,Operational Programme ESF Navarra,"P.O. FSE NAVARRA, All Priorities",50.00%,PO FSE NAVARRA,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,beneficiarios_2007-_fse-espana1.pdf,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES052PO009_PO_FSE_NAVARRA.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Comunidad Valenciana,es_valencia_esf.csv,ESF,CB,Operational Programme Valencian community,"P.O. FSE COMUNIDAD VALENCIANA, All Priorities",80.00%,PO FSE VALENCIANA,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,beneficiarios_2007-_fse-espana1.pdf,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES052PO003_PO_FSE_COMUNIDAD_VALENCIANA.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Extremadura,es_extremadura_esf.csv,ESF,CB,Operational Programme ESF Extremadura,"P.O. FSE EXTREMADURA, All Priorities",75.00%,PO FSE EXTREMADURA,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,beneficiarios_2007-_fse-espana1.pdf,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES051PO003_PO_FSE_EXTREMADURA.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Galicia,es_galicia_esf.csv,ESF,CB,Operational Programme ESF Galicia,"P.O. FSE GALICIA, All Priorities",80.00%,PO FSE GALICIA,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,beneficiarios_2007-_fse-espana1.pdf,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES051PO004_PO_FSE_GALICIA.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Illes Balears,es_baleares_esf.csv,ESF,CB,Operational Programme Baleares,"P.O. FSE BALEARES, All Priorities",50.00%,PO FSE BALEARES,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES052PO005_PO_FSE_BALEARES.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,La Rioja,es_rioja_esf.csv,ESF,CB,Operational Programme ESF La Rioja,"P.O. FSE LA RIOJA, All Priorities",50.00%,PO FSE LA RIOJA,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES052PO011_PO_FSE_LA_RIOJA.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,País Vasco,es_pais_vasco_esf.csv,ESF,CB,Operational Programme ESF Basque Country,"P.O. FSE PAIS VASCO, All Priorities",50.00%,PO FSE LA RIOJA,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES052PO010_PO_FSE_PAIS_VASCO.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Principado de Asturias,es_asturias_esf.csv,ESF,CB,Operational Programme ESF Asturias,"P.O. FSE ASTURIAS, All Priorities",80.00%,PO FSE ASTURIAS,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES051PO006_PO_FSE_ASTURIAS.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Región de Murcia,es_murcia_esf.csv,ESF,CB,Operational Programme ESF Murcia,"P.O. FSE REGION DE MURCIA, All Priorities",80.00%,PO FSE MURCIA,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES051PO009_PO_FSE_MURCIA.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Asistencia Tecnica y cooperacion Transnacional y Interregional,es_asistencia_tecnica_esf.csv,ESF,CB,Operational Programme ESF Technical Assistance,"PO Assistência Técnica FSE, All Priorities",85.00%,PO FSE ASISTENCIA TÉCNICA,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES05UPO003_PO_FSE_ASISTENCIA_TECNICA.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Lucha contra discriminacion,es_lucha_contra_discriminacion.csv,ESF,CB,Operational Programme ESF Fight Against Discrimination,"P.O. FSE LUCHA CONTRA LA DISCRIMINACION, All Priorities",69.88%,PO FSE LUCHA CONTRA LA DISCRIMINACION,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES05UPO002_PO_FSE_LUCHA_CONTRA_DISCRIMINACION.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Adaptabilidad y Empleo,,ESF,CB,Operational Programme ESF Adaptability and Employment,"P.O. FSE ADAPTABILIDAD Y EMPLEO, All Priorities",72.60%,PO FSE ADAPTABILIDAD Y EMPLEO,,,,,EUR,18/03/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,BENEFICIARIO,,,,,,TIPO DE OPERACION,,,,,,GASTO PUBLICO,,,,,,,,,,,,,,,,,http://www.mtin.es/uafse/es/beneficiarios/pdf/2007ES05UPO001_PO_FSE_ADAPTABILIDAD_EMPLEO.pdf,,,,,,http://www.mtin.es/uafse/es/beneficiarios/index.html
SPAIN,national,Andalucia,es_andalucia_erdf.csv,ERDF,CB,Operational Programme 'Andalusia',"Programa Operativo FEDER de Andalucía, All Priorities",69.46%,P.O. FEDER de Andalucia,,,,,EUR,28/06/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,nombre_beneficiario,,nombre_operacion,,,,,,,,,,montante_concedido,,,,,,,,,montante_pagado_final_operacion,ano_de_la_concesion_ano_del_pago,,,,,,,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3620)AN26.pdf,,,,,,http://www.dgfc.sgpg.meh.es/indexPrevio.jsp?saltoa=/aplweb/foncomun/beneficiarios.jsp
SPAIN,national,Aragón,es_aragon_erdf.csv,ERDF,CB,Operational Programme 'Aragon',"Programa Operativo FEDER de Aragón, All Priorities",50.00%,P.O. FEDER de Aragón,,,,,EUR,28/06/2010,,,PDF,Tier 1,yes,yes,yes,yes,,,,,,nombre_beneficiario,,nombre_operacion,,,,,,,,,,montante_concedido,,,,,,,,,montante_pagado_final_operacion,ano_de_la_concesion_ano_del_pago,,,,,,,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3621)AR26.pdf,,,,,,http://www.dgfc.sgpg.meh.es/indexPrevio.jsp?saltoa=/aplweb/foncomun/beneficiarios.jsp
