"Nr.p.k.","Nosaukums","Juridiskā adrese","Projektā iesaistītie partneri","Projekta nosaukums","Projekta īstenošanas vieta","Projekta apstiprināšanas datums","Kopsavilkums par projekta ietvaros veicamajām darbībām","Kopējās apstiprinātās projekta attiecināmās izmaksas (LVL)","ESF finansējums (LVL)","Valsts budžeta dotācija pašvaldībām (LVL)","Projekta īstenošanas laiks mēnešos"
82,"Apes novada dome","Stacijas iela 2, Ape, Apes novads, LV-4337",,"Ojāra Vācieša Gaujienas vidusskolas dabaszinātņu kabinetu materiālās bāzes atjaunošana","Vidzeme, ",27/02/2009,"Lai nodrošinātu projekta „Ojāra Vācieša Gaujienas vidusskolas dabaszinātņu kabinetu materiālās bāzes atjaunošana”, kurš paredz kvalitatīvas dabaszinātņu priekšmetu - ķīmijas, bioloģijas, fizikas un matemātikas apguves iespējas un radītu priekšnosacījumu valsts attīstībai, zinātņu un tehnoloģiju nozarēs. Projekta ietvaros Ojāra Vācieša Gaujienas plānots veikt šādas aktivitātes:
 
 1.	Telpu renovācija.
 1.1.	sešu telpu kosmētiskais remonts;
 1.2.	 veikt ķīmijas, fizikas, bioloģijas un matemātikas kabinetu un ķīmijas, fizikas laboratoriju - sagatavotavu elektroinstalācijas montāžu;
 1.3.	vilkmes skapja uzstādīšana ķīmijas laboratorijā - sagatavotavā;
 1.4.	uzstādīt ugunsgrēka atklāšanas un trauksmes signalizācijas sistēmas.
 1.5.	telekomunikācijas sistēmas instalēšana un montāža matemātikas un dabaszinību kabinetos.
 1.6.	uzstādīt un pievienot skolas kopējam sanitārajam tīklam 6 izlietnes ķīmija laboratorijā, pa vienai izlietni fizikas laboratorijā – sagatavotavā un bioloģijas kabinetā.
 2.	Daļēji atjaunot kabinetu mēbeles.
 3.	Ņemot vērā to, ka lauku vidusskolas klasēs paredzamais piepildījums nepārsniedz 24 skolēnus, veikt atbilstoši materiāli tehniskās pamatbāzes izveidi:
 3.1.	25 darbavietas ar interneta mobilo pieslēgumu, darbam ar datoru dabaszinību un matemātikas kabinetos;
 3.2.	skolēnu pētniecisko darbību bioloģijā, fizikā, ķīmijā un matemātikā;
 3.3.	eksperimentu sagatavošanu un demonstrēšanu bioloģijā, fizikā un ķīmijā;
 3.4.	laboratorijas eksperimentu sagatavošanu un veikšanu bioloģijā, fizikā un ķīmijā;
 
 4.	Bibliotēkas  fondu pilnveide.
 
  Kopējais finansējuma apmērs Ls 98392,00
 ",98392,83633,0,21
83,"Liepājas pilsētas pašvaldība","Rožu iela 6, Liepāja, LV-3401",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana sešās Liepājas vispārizglītojošās skolās","Kurzeme, ",10/03/2009,"Galvenās aktivitātes un projekta rezultāti paredz veicināt reģionālo attīstību, nodrošināt vienlīdzīgas iespējas kvalitatīvas vispārējās vidējās izglītības iegūšanai un uzlabot skolēnu vispārējās zināšanas dabaszinātņu (ķīmija, fizika, bioloģija) un matemātikas priekšmetos, kā arī palielināt ieguldījumus skolu materiāli tehniskās bāzes attīstībā. 
   Projekta ietvaros katrā iesaistītajā skolā plānots veikt šādas aktivitātes:
          1. Telpu renovācija:
          2. Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana:
          3. Bibliotēku fondu pilnveide.
          4. Projekta publicitāte.
 Tiešie ieguvēji:
                                       1. Liepājas  A. Puškina 2.vidusskola;
                                       2.  Liepājas Raiņa 6.vidusskola;
                                       3. Liepājas 7.vidusskola;
                                       4. Liepājas 8.vidusskola;
                                       5. Liepājas 12.vidusskola;
                                       6. Liepājas 15.vidusskola.
 Liepājas 8.vidusskolā  mācību kabineti tiks pielāgoti personām ar funkcionāliem traucējumiem.
 Projekta kopējās attiecināmās izmaksas Ls 590 352,  no tām 85%  Ls501 799 ERAF, 9% Ls 53 131 pašvaldības līdzfinansējums un 6% Ls 35 421 valsts budžeta dotācija. 2008.gada 4.ceturksnī paredzēts renovēt dabaszinātņu un matemātikas kabinetus Liepājas A.Puškina 2.vidusskolā un Liepājas Raiņa 6.vidusskolā.
 ",590352,501799,0,30
84,"Kārsavas novada pašvaldība","Vienības iela 53, Kārsava, Kārsavas novads, LV-5717",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Kārsavas vidusskolā
 ","Latgale, ",27/02/2009,"Lai nodrošinātu kvalitatīvas dabaszinātņu (ķīmija, bioloģija, fizika) un matemātikas (turpmāk – prioritārie priekšmeti) apguves iespējas un radītu priekšnosacījumu valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs, projekta ietvaros katrā no projektā iesaistītajām skolām plānots veikt šādas aktivitātes:
 
 1.	Telpu renovācija.
 
 
 2.	Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana:
 2.1.	materiāli tehniskās pamatbāzes izveide ( IZM centralizētais iepirkums);
 2.2.	aprīkojuma iegāde( projekta īstenotāja organizētais iepirkums;
 
 3.	Bibliotēku fondu pilnveide.
  
     Projekta paredzamais  īstenošanas  laika periods  no  2009.gada līdz 2010.gadam.  
     Kopējais projekta finansējums ir     LVL 105859, t.sk., attiecināmās izmaksas LVL 98392, neattiecināmās izmaksas-LVL 7467.  85 %  no projekta attiecināmajām izmaksām ir ERAF finansējums. Projekta nacionālais finansējums ir 15 %. 
      Ņemot vērā projekta iesnieguma iesniegšanas brīdi saskaņā ar normatīvajiem aktiem, noteikto pašvaldības teritorijas attīstības indeksu ( Kārsavas pilsētai- -3.526) un atbilstoši  30.09.2008. MK noteikumu  Nr. 815 „Noteikumi par kritērijiem valsts budžeta dotācijas piešķiršanai pašvaldībām un plānošanas reģioniem Eiropas Savienības struktūrfondu un Kohēzijas fonda līdzfinansēto projektu īstenošanai”  pielikumu noteikto publiskā finansējuma sadalījuma proporciju starp valsts budžeta dotāciju un pašvaldības finansējumu  pašvaldības budžeta finansējums sastāda 40%, valsts budžeta dotācijas pašvaldībai- 60 %  no nacionālā finansējuma.
   65,32 % no projekta kopējām attiecināmām izmaksām  sastāda izdevumi dabaszinātņu  un matemātikas kabinetu nepieciešanā aprīkojuma, informācijas tehnoloģiju, programmatūras, aprīkojuma uzstādīšana un tehniskās ekspluatācijas apmācības organizēšana( IZM centralizētais iepirkums) un  mēbeļu un papildus aprīkojuma( pašvaldības iepirkums) iegādei. 28,44 % no projekta kopējām attiecināmām izmaksām sastāda izdevumi dabaszinātņu un matemātikas kabinetu renovācijas izmaksas; 0,81% no projekta kopējām attiecināmām izmaksām  sastāda pārējās attiecināmās izmaksas; 4,52%- administrācijas izmaksas. Neparedzētie izdevumi sastāda 0,91%  no projekta kopējām attiecināmām izmaksām . 
 ",98392,83633,0,18
85,"Alūksnes pilsētas dome","Dārza iela 11, Alūksne, Alūksnes novads, LV-4301",,"Kvalitatīvai dabaszinātņu apguvei atbilstošu kabinetu iekārtošana un materiālās bāzes nodrošināšana Alūksnes vidusskolā","Vidzeme, ",16/02/2009,"Alūksnes vidusskolas ēka uzcelta 1939.gadā, kapitālais remonts tajā nav veikts. Datori pirkti 2000.gadā, tagadējā skolas materiāli tehniskā bāze ir fiziski un morāli nolietojusies, esošās ierīces laboratorijas darbu un demonstrējumu veikšanai neatbilst mūsdienu prasībām. Tabulas, kartes, globusi pārsvarā ir mazākumtautību valodā. 
 Lai nodrošinātu kvalitatīvu vispārējās vidējās izglītības programmu grupu - dabaszinātņu (ķīmija, bioloģija, fizika) un matemātika īstenošanu un rādītu priekšnosacījumus valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs, projekta ietvaros plānots veikt šādas aktivitātes:
 1. Telpu renovācija (skat.4.pielikumu)
 2. Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana:
 2.1. Materiāli tehniskās bāzes izveide (centralizētais iepirkums, skat.3.pielikumu)
 2.1.1. Izveidotas 20 darbavietas darbam ar datoru prioritārajos mācību priekšmetos.
 2.1.2. Izglītības programmas ķīmijā īstenošanai.
 2.1.3.  Izglītības programmas fizikā īstenošanai.
 2.1.4.  Izglītības programmas bioloģijā īstenošanai.
 2.1.5.  Izglītības programmas matemātikā īstenošanai.
 2.2. Mēbeļu iegāde.
 3. Bibliotēkas un mācību video fondu pilnveide.
 Projekta vispārīgais mērķis ir vispārējās vidējās izglītības kvalitātes paaugstināšana prioritārajos mācību priekšmetos Alūksnes pilsētā.
 Projekta specifiskais mērķis ir vispārējās vidējās izglītības kvalitātes paaugstināšana Alūksnes vidusskolā, modernizējot un pilnveidojot skolas materiāli tehnisko bāzi, nodrošinot kvalitatīvu vidējās izglītības programmu dabaszinātnēs un matemātikā īstenošanu.
 Projekts tiks īstenots Alūksnes vidusskolā. Projekta īstenošanas ilgums 24 mēneši.
 ",98392,83633,0,22
86,"Zilupes novada dome","Raiņa iela 13, Zilupe, Zilupes novads, Ludzas rajons, LV-5751",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Zilupes vidusskolā
 ","Latgale, ",27/02/2009,"         Lai nodrošinātu vienlīdzīgas iespējas kvalitatīvas vispārējās vidējās izglītības iegūšanai, uzlabotu dabaszinātņu - ķīmijas, bioloģijas, fizikas un matemātikas apguves iespējas un radītu priekšnosacījumus attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs valsts līmenī, projekta ietvaros Zilupes vidusskolā plānots veikt šādas aktivitātes:
 
 1.	Telpu renovācija:
 1.1.	Inženiertehniskie darbi
 •	Elektrības vadu, tāfeles apgaismes modernizācija fizikas kabinetā;
 •	Elektrības vadu, apgaismes sistēmas instalēšana un montāža ūdensvada un kanalizācijas remonts bioloģijas kabinetā;
 •	Elektrības vadu, apgaismes sistēmas instalēšana un montāža, ventilācijas, ūdensvada un kanalizācijas remonts ķīmijas kabinetā;
 •	Elektrības vadu, apgaismes sistēmas instalēšana un montāža matemātikas kabinetā;
 1.2.	Remontdarbi
 •	Pietiekami lielas platības dēļ sadalot ķīmijas kabinetu divās telpās, izveidot laboratoriju un mācību klasi;
 •	sienu, griestu, grīdu klājumu ierīkošana ķīmijas, bioloģijas un matemātikas kabinetos;
 •	durvju remonts dabaszinātņu kabinetos.
 
 2.	Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana:
 2.1.	Materiāli tehniskās pamatbāzes izveide (centralizētais iepirkums):
 2.1.1.	Datortehnika(25 datori), programmatūra, datortehnikas pārvietošanas ierīces;
 2.1.2.	Ierīces, aparatūra;
 2.1.3.	Materiāli, piederumi
 2.2.	Aprīkojuma iegāde(Zilupes novada domes organizētais iepirkums):
 2.2.1.	Papildu iekārtu, ierīču iegāde;
 2.2.2.	Mēbeļu iegāde.
 2.3.	Aprīkojuma uzstādīšana un tehniskās ekspluatācijas apmācību organizēšana.
 
 Projekta vispārīgais mērķis ir vispārējās vidējās izglītības kvalitātes paaugstināšana prioritārajos mācību priekšmetos Zilupes novadā. 
 Projekta specifiskais mērķis ir kvalitatīvai vispārējās vidējās izglītības programmu īstenošanai nepieciešamās materiāli tehniskās bāzes modernizēšana Zilupes vidusskolā.
 Projekts tiks īstenots Zilupes vidusskolā laika posmā no 2009. līdz 2010.gadam.
 Kopējais finansējuma apmērs ir 98392 LVL.
 ",98392,83633,0,19
87,"Rūjienas novada pašvaldība","Raiņa iela 3, Rūjiena, Rūjienas novads, LV-4240",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Rūjienas vidusskolā","Vidzeme, ",12/02/2009,"Latvijā ir zems skolēnu skaits, kas sasniedz vidēju un augstu kompetences līmeni dabaszinātnēs, skolēnu sasniegumi matemātikā un dabaszinātnēs ir augstāki Rīgas un citu Latvijas lielo pilsētu skolu skolēniem. 
 Nepietiekamais un neatbilstošais dabaszinātņu mācību kabinetu un laboratoriju aprīkojums ( it īpaši valsts perifērijas skolās), nedod iespēju īstenot mūsdienu prasībām atbilstošas vispārējās izglītības programmas dabaszinātnēs.
 Projektu realizēs Rūjienas pilsētas dome Rūjienas vidusskolā laika posmā no 01.05.2008 līdz 31.10.2010.
 Minētā vispārējās vidējās izglītības iestāde ir perspektīva skola.
 Projekta specifiskais mērķis ir vispārējās vidējās izglītības kvalitātes paaugstināšana Valmieras rajona Rūjienas vidusskolā, modernizējot un pilnveidojot skolas materiāli tehnisko bāzi, nodrošinot kvalitatīvu vidējās izglītības programmu dabaszinātnēs un matemātikā īstenošanu.
 Projekta kopējās attiecināmās izmaksas ir LVL 98 392. 
 Lai efektīvi risinātu iepriekš minētās problēmas ir nepieciešams veikt šādas projekta aktivitātes : iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana (materiāli tehniskās pamat bāzes izveide un aprīkojuma iegāde); telpu renovācija un bibliotēku fondu pilnveide.
  Realizējot projektu „Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Rūjienas vidusskolā” un nodrošinot kvalitatīvu  materiālo bāzi dabaszinātņu apguvei tiks veicināta reģionālā attīstība, nodrošinātas vienlīdzīgas iespējas kvalitatīvas vispārējās vidējās izglītības iegūšanai dabaszinātņu priekšmetos topošajā Rūjienas novadā. 
 ",98392,83633,0,30
88,"Lielvārdes novada pašvaldība","Raiņa iela 11A, Lielvārde, Lielvārdes novads, LV-5070",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Edgara Kauliņa Lielvārdes vidusskolā
 ","Rīgas reģions, ",27/02/2009,"Lai nodrošinātu kvalitatīvas dabaszinātņu (ķīmija, bioloģija, fizika) un matemātikas (turpmāk – prioritārie priekšmeti) apguves iespējas un radītu priekšnosacījumu valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs, projekta ietvaros Edgara Kauliņa Lielvārdes vidusskolā plānots veikt šādas aktivitātes:
 
 1.	Telpu renovācija.
 
       2. Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana:
 
           2.1. izveidotas darbavietas darbam ar datoru prioritārajos priekšmetos;
           2.2.vispārējās vidējās izglītības vispārizglītojošās izglītības 
                  programmas īstenošanai ķīmijas mācību priekšmetā;
           2.3. vispārējās vidējās izglītības vispārizglītojošās izglītības 
                 programmas īstenošanai fizikas mācību priekšmetā;
           2.4. vispārējās vidējās izglītības vispārizglītojošās izglītības
                 programmas īstenošanai bioloģijas mācību priekšmetā;
           2.5. vispārējās vidējās izglītības vispārizglītojošās izglītības
                 programmas īstenošanai matemātikas mācību priekšmetā.
       3. Bibliotēkas fonda pilnveide.
 ",98392,83633,0,27
89,"Ogres novada pašvaldība","Brīvības iela 48, Ogre, Ogres novads, Ogres rajons, LV-5001",,"Ogres vidusskolu materiālās bāzes uzlabošana dabaszinību apguvei","Rīgas reģions, ",10/03/2009,"Lai paaugstinātu vispārējās izglītības programmu īstenošanas kvalitāti, Ogres novada dome plāno īstenot projektu ""Ogres vidusskolu materiālās bāzes uzlabošana dabaszinību apguvei"". Tā ietvaros plānota Ogres 1.vidusskolas (Zinību ielā 3, Ogrē), Jaunogres viduskolas (Mālkalnes prospektā 43, Ogrē) un Ogres vakara vidusskolas (Zinību ielā 3. Ogrē) dabaszinību mācību kabinetu iekārtōsana un materiāli tehniskās bāzes uzlabošana, kā rezultātā tiks izremonrētas 9 kabinetu telpas, izgatavotas mēbeles 5 klašu telpām un iegādāti un uzstādīti 12 mācību aprīkojuma komplekti dabaszinību mācību priekšmetu mācīšanai. Projekts tiek realizēts no 2008.gada vidus līdz 2009.gada beigām par kopējo summu 291 913,-LVL",291913,248126,0,29
90,"Jelgavas pilsētas dome","Lielā iela 11, Jelgava, LV-3001",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Jelgavas pilsētas izglītības iestādēs","Zemgale, ",27/02/2009,"Lai uzlabotu izglītības kvalitāti dabaszinātņu (ķīmija, fizika un bioloģija) un matemātikas mācību priekšmetos vispārējās vidējās izglītības posmā un nodrošinātu šo mācību priekšmetu pilnvērtīgas apguves iespējas, radot priekšnosacījumus valsts attīstībai zinātņu un tehnoloģiju ietilpīgās nozarēs, projekta ietvaros katrā no četrām Jelgavas izglītības iestādēm (Jelgavas 4. vidusskolā, Jelgavas 5. vidusskolā, Jelgavas 6. vidusskolā un Jelgavas Spīdolas ģimnāzijā) ir plānots veikt sekojošas aktivitātes:
 1.	Mācību kabinetu vienkāršotā renovācija (renovācijas darbi dabaszinātņu un matemātikas mācību kabinetos, lai nodrošinātu tehnoloģiju un mācību aprīkojuma uzstādīšanu un ekspluatāciju);
 2.	Iekārtu, piederumu, aprīkojuma, instrumentu, uzskates materiālu, mēbeļu, tehnoloģiju iegāde un uzstādīšana (katrā izglītības iestādē pamatbāze izglītības programmu ķīmijā, fizikā, bioloģijā, matemātikā īstenošanai un aprīkojums mācību kabinetiem).
 
 Projekta ietvaros tiks veiktas arī netiešās aktivitātes projekta sekmīgai ieviešanai – publicitātes nodrošināšana, sagatavojot un publiskojot informāciju par projekta īstenošanas aktualitātēm Jelgavas izglītības iestādēs un projekta vadība. 
 
 Projektu plānots īstenot laika posmā no 2009. gada marta līdz 2009. gada 31 decembrim. Projekta kopējās plānotās izmaksas LVL 393 568.00, tai skaitā ERAF finansējums LVL 334 532.80, Jelgavas pašvaldības līdzfinansējums LVL 59 035.20.
 ",393568,334533,0,21
91,"Jūrmalas pilsētas dome","Jomas iela 1/5, Jūrmala, LV-2015",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Jūrmalas pilsētas vispārējās vidējās izglītības iestādēs","Rīgas reģions, ",10/03/2009,"Lai nodrošinātu kvalitatīvu vispārējās izglītības grupu - dabaszinības (ķīmija, bioloģijja, fizika) un matemātika (turpmāk - prioritātārās izglītības programmas) - īstenošanu un radītu priekšnosacījumus valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs, projekta ietvaros plānots veikt šādas aktivitātes: 
 1. Telpu renovācija
 2. Iekārtu, piederumu, aprīkojuma, tehmoloģiju iegāde un uzstādīšana;
    2.1. Materiāli tehniskās pamatbāzes izveide (centralizētais iepirkums)
    2.2. Aprīkojuma iegāde (pašvaldības iepirkums)
 3. Bibliotēku fondu pilnveide
 Projekta īstenošanas periods 21 mēneši no 2009.gada 1.aprīļa līdz 2010.gada 4. ceturksnim (2010.gada 31.decembrim), kopējais finansējuma apmērs - 393 568 LVL (98 392 LVL x 4 skolas)
 
 ",393568,334532,0,21
92,"Balvu novada pašvaldība","Bērzpils iela 1a, Balvi, Balvu novads, LV-4501",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes izveidošana Balvu Amatniecības vidusskolā","Latgale, ",27/02/2009,"Atbilstoši Izglītības attīstības pamatnostādnēs 2007. – 2013. gadam atrunātajām prioritātēm, nepieciešams nodrošināt mācību priekšmetu kvalitatīvai apguvei atbilstošu mācību un metodisko līdzekļu bāzi vispārizglītojošajās skolās, jo tajās valda nepietiekama izglītības sistēmas infrastruktūras un satura informatizācija. Lai nodrošinātu kvalitatīvu vispārējās vidējās izglītības dabaszinātņu programmas īstenošanu Balvu Amatniecības vidusskolā un radītu priekšnosacījumus valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs, projekta ietvaros plānots veikt sekojošas aktivitātes:
 1.	Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana
 2.	Telpu renovācija un mēbeļu iegāde
 3.	Bibliotēku fonda pilnveide
 Aktivitāšu īstenošanas rezultātā tiks sasniegti sekojoši rezultāti:
 1.	Izremontētas kabinetu telpas
 2.	Izveidota materiāli tehniskā bāze
 3.	Iegādāti un uzstādīti aprīkojuma komplekti
 4.	Iegādātas mēbeles kabinetiem un laboratorijām
 5.	Pilnveidoti bibliotēku fondi
 Projekta vispārīgais mērķis ir uzlabot izglītības kvalitāti dabaszinātnēs vispārējās vidējās izglītības posmā un radīt priekšnosacījumus valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs. 
  Projekta specifiskais mērķis ir dabas zinātņu programmas apguvei nepieciešamās materiāli tehniskās bāzes pilnveidošana, uzlabojot mācību saturu un metodiku, tādējādi nodrošinot kvalitatīvu vidējās izglītības programmu dabaszinātnēs īstenošanu Balvu Amatniecības vidusskolā.
 Projekts tiks īstenots Balvu Amatniecības vidusskolā laika posmā no 2009.gada 1.marta līdz 2009.gada 31.decembrim. 
 ",98392,83633,0,18
93,"Rugāju novada dome","Kurmenes iela 48, Rugāju pagasts, Rugāju novads, LV-4570",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Rugāju vidusskolā","Latgale, ",10/03/2009,"Lai uzlabotu Rugāju vidusskolas materiāltehnisko bāzi, tādejādi veicinot izglītojamo un pedagogu interesi izglītības programmas apguvē, radot nepieciešamos priekšnosacījumus sekmīgai praktisko un teorētisko zināšanu iegūšanai, projektā iesaistītajai skolai dabaszinātņu (ķīmija, bioloģija, fizika) un matemātikas klasēs (turpmāk- prioritārie priekšmeti) paredzēts veikt šādas aktivitātes:
 1.	telpu renovācija,
 2.	informācijas tehnoloģiju, programmatūru un aprīkojuma iegāde un uzstādīšana,
 3.	mēbeļu iegāde un uzstādīšana,
 4.	mācību materiālu, bibliotēku un mācību video fondu pilnveide.",98392,83633,0,25
94,"Viļakas novada dome","Abrenes iela 26, Viļaka, Viļakas novads, LV-4583",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Viļakas Valsts ģimnāzijā","Latgale, ",10/03/2009,"Lai uzlabotu Viļakas Valsts ģimnāzijas materiāltehnisko bāzi, tādejādi veicinot izglītojamo un pedagogu interesi izglītības programmas apguvē, radot nepieciešamos priekšnosacījumus sekmīgai praktisko un teorētisko zināšanu iegūšanai, projektā iesaistītajai skolai dabaszinātņu (ķīmija, bioloģija, fizika) un matemātikas klasēs (turpmāk- prioritārie priekšmeti) paredzēts veikt šādas aktivitātes:
 1.	telpu renovācija,
 2.	informācijas tehnoloģiju, programmatūru un aprīkojuma iegāde un uzstādīšana,
 3.	mēbeļu iegāde un uzstādīšana,
 4.	mācību materiālu, bibliotēku un mācību video fondu pilnveide.
 ",98392,83633,0,25
95,"Balvu novada pašvaldība","Bērzpils iela 1a, Balvi, Balvu novads, LV-4501",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Tilžas vidusskolā","Latgale, ",10/03/2009,"Lai nodrošinātu vispārējās vidējās izglītības programmu grupu -  dabaszinātņu (ķīmijas, bioloģijas, fizikas) un matemātikas (turpmāk – prioritārās izglītības programmas) kvalitatīvas apguves iespējas un radītu priekšnosacījumus valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs, projekta ietvaros Tilžas vidusskolā plānots veikt šādas aktivitātes:
 
 1.	Telpu renovācija fizikas, bioloģijas, ķīmijas un matemātikas kabinetos;
 
 2.	Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana:
 2.1.	materiāli tehniskās pamatbāzes nodrošināšana prioritāro izglītības programmu īstenošanai;
 2.2.	digitālās informācijas sistēmas izveidošana ar 25 darbavietām darbam ar datoru prioritārajās izglītības programmās;
 2.3.	mēbeļu iegāde un uzstādīšana fizikas, bioloģijas, ķīmijas un matemātikas kabinetos.
 ",98392,83633,0,19
96,"Preiļu novada dome","Raiņa bulvāris 24, Preiļi, Preiļu novads, LV-5301",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Preiļu 2.vidusskolā","Latgale, ",10/03/2009,"Projekta vispārīgais mērķis ir vispārējās vidējās izglītības kvalitātes paaugstināšana prioritārajos mācību priekšmetos Preiļu rajonā, nodrošinot nepieciešamo pamatu ātrai, ilgtspējīgai un sabalansētai attīstībai caur ieguldījumu izglītības infrastruktūrā, kas nodrošinās cilvēku kapitāla attīstību.
 Projekta specifiskais mērķis ir vispārējās vidējās izglītības kvalitātes paaugstināšana Preiļu 2.vidusskolā, modernizējot un pilnveidojot skolas materiāli tehnisko bāzi, lai nodrošinātu kvalitatīvu vidējās izglītības programmu īstenošanu prioritārajos priekšmetos. Izglītības infrastruktūras modernizācija Preiļu 2.vidusskolā, precīzi, dabaszinātņu (ķīmija, bioloģija, fizika) un matemātikas (turpmāk tekstā prioritārie priekšmeti) kabinetu aprīkošana veicinās tautsaimniecības attīstībai nepieciešamo cilvēkresursu attīstību un kvalificēta darbaspēka sagatavošanu reģionā un valstī kopumā, kas nepieciešami virzībai uz zināšanu ietilpīgu ekonomiku.
   Lai nodrošinātu kvalitatīvas prioritāro priekšmetu apguves iespējas un radītu priekšnosacījumu valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs, projekta ietvaros Preiļu 2.vidusskolā plānots veikt šādas aktivitātes:
 1.	4 prioritāro priekšmetu mācību kabinetu renovācija (pielāgošana tehnoloģiju un mācību aprīkojuma uzstādīšanai un ekspluatācijai)
 2.	Iekārtu, piederumu, aprīkojuma, programmatūras, tehnoloģiju iegāde un uzstādīšana:
 2.1.	izveidotas 25 darbavietas darbam ar datoru prioritārajos priekšmetos;
 2.2.	izglītības programmas ķīmijā īstenošanai;
 2.3.	izglītības programmas fizikā īstenošanai;
 2.4.	izglītības programmas bioloģijā īstenošanai;
 2.5.	izglītības programmas matemātikā īstenošanai.
 Esošās situācijas raksturojums liecina, ka, lai veicinātu reģionālo attīstību, nodrošinātu vienlīdzīgas iespējas kvalitatīvas vispārējās vidējās izglītības iegūšanai un uzlabotu skolēnu vispārējās zināšanas, kas ir tik svarīgi šī brīža socioekonomiskās situācijas apstākļos mūsu valstī, jāpalielina ieguldījumus skolu materiāli tehniskās bāzes attīstībā ne tikai reģionālās nozīmes, bet arī novadu un vietējas nozīmes attīstības centros, lai spētu nodrošināt izglītības programmu principu, kas dos iespēju Latvijā iegūto izglītību salīdzināt ar Eiropas valstīs iegūto izglītību un panāks tās atbilstību starptautiskajam izglītības klasifikatoram un palielinās Latvijas konkurētspēju Eiropas un globālajā tirgū, tāpēc dotā projekta realizācija ir mērķtiecīgs un ļoti nozīmīgs pasākums augstāk minēto kritēriju sasniegšanai. 
 ",98392,83633,0,12
97,"Šķilbēnu pagasta padome","Meža iela 1, Rekova, Šķilbēnu pagasts, Balvu rajons, LV-4587",,"Kvalitatīvai dabaszinātņu apguvei atbilstošas materiālās bāzes nodrošināšana Rekavas vidusskolā","Latgale, ",27/02/2009,"  Lai nodrošinātu kvalitatīvu vispārējās vidējās izglītības programmu grupu - ķīmijas, bioloģijas, fizikas un matemātikas apguves iespējas un radītu priekšnosacījumu valsts attīstībai zinātņu un tehnoloģiju ietilpīgajās nozarēs, projekta ietvaros projektā iesaistītajā Rekavas vidusskolā plānots veikt šādas aktivitātes:
 
 1.	Telpu renovācija.
 
 2.	Iekārtu, piederumu, aprīkojuma, tehnoloģiju iegāde un uzstādīšana:
 2.1.          25      darbavietu izveide darbam ar datoru prioritārojos priekšmetos;
 2.2.	materiāli tehniskās pamatbāzes izveide;
 2.3.	aprīkojuma iegāde un uzstādīšana
 ",98392,83633,0,17
